:ID,relationType,weight,confidence,mechanism,sign,cause_sequence,effect_sequence
causal/0b08f9a2,causes,0.8,0.85,"Joe's action of stopping likely led to his attention being directed towards me, prompting him to stare.",+,345,346
causal/8d442ae9,enables,0.7,0.8,"The action of positioning his head allows for better observation, making the effects noticeable.",+,343,347
causal/fe00106b,causes,0.8,0.85,The act of noticing the absence of bread and butter leads to an observable reaction from the sister.,+,344,347
causal/84374e67,enables,0.7,0.8,"Joe's stopping allows for the observations to be made, highlighting the situation.",+,345,347
causal/879cd2df,causes,0.7,0.8,The act of noticing the absence of food likely triggered Joe's feelings of wonder and concern.,+,344,348
causal/38a01e3e,enables,0.7,0.8,"Joe's stopping creates a moment of anticipation, allowing his emotions to be more visible.",+,345,348
causal/bc7a741d,enables,0.7,0.8,"Staring can evoke strong emotional responses, allowing for wonder and consternation to manifest.",+,346,348
causal/076a2781,causes,0.8,0.85,The sister's observation of the evident feelings led to Joe's wonder and consternation.,+,347,348
causal/8ffe8cd2,causes,0.7,0.8,"The act of staring prompts a reaction, leading to a question about the observer's state.",+,346,349
causal/83d44eba,causes,0.8,0.9,The evident situation prompted the sister's immediate inquiry.,+,347,349
causal/a8bcbbc7,causes,0.8,0.9,The evident nature of the situation prompted her sister to react by putting down her cup.,+,347,350
causal/47169451,enables,0.7,0.8,"The evident observations made by the sister prompted Joe's serious reaction, indicating a connection between the two events.",+,347,351
causal/0e5be924,causes,0.8,0.85,"Joe's wonder and consternation lead to his serious remonstrance, indicating a direct emotional response.",+,348,351
causal/5c340fbf,causes,0.8,0.9,"Joe's muttering indicates his disapproval, leading to his head shaking as a form of serious remonstrance.",+,351,352
causal/62eb501a,prevents,0.7,0.8,Joe's serious warning aims to prevent Pip from getting into trouble.,+,351,353
causal/71ed81c6,prevents,0.7,0.8,"The serious remonstrance serves as a warning to Pip, suggesting that his actions could lead to harm.",-,352,353
causal/c6038a2f,prevents,0.7,0.8,"The warning suggests that Pip's actions could lead to harm, implying that the mischief can be avoided.",+,353,354
causal/afb692aa,prevents,0.7,0.8,"The warning suggests that Pip's actions could lead to harm, implying that he should avoid certain behaviors.",-,353,355
causal/6e8a353d,aggravates,0.7,0.8,Pip's inability to chew is causing his sister to become more irritated.,+,355,356
causal/f0ddc2a5,causes,0.7,0.8,"The act of sticking implies a change in behavior or condition, leading to a sharper outcome.",+,354,357
causal/de44ba77,causes,0.8,0.9,"The sister's inquiry prompts a sharper tone in her voice, indicating a direct cause-effect relationship.",+,356,357
causal/2df35fd8,causes,0.7,0.8,"Joe's statement implies that Pip's inability to have chewed something is causing concern, leading to his recommendation to cough it up.",+,355,358
causal/c761297f,causes,0.7,0.8,"Joe's statement implies that Pip's inability to have chewed something is causing concern, leading to his recommendation to cough it up.",+,355,359
causal/471d5bf1,aggravates,0.7,0.8,"Joe's recommendation to cough up something exacerbates the sister's desperation, leading her to react strongly.",+,358,362
causal/625f011a,causes,0.8,0.85,"The sister's desperation leads her to act impulsively, resulting in her grabbing Joe by the whiskers.",+,362,363
causal/4995650e,causes,0.8,0.85,"The sister's desperation led her to act aggressively, resulting in Joe's head hitting the wall.",+,362,364
causal/a937f89f,causes,0.8,0.85,"Grabbing someone by the whiskers can lead to a physical reaction, such as knocking their head against a wall.",+,363,364
causal/1a14fa4b,causes,0.7,0.8,"The act of knocking his head against the wall may lead to feelings of guilt or shame, prompting a guilty expression.",+,364,366
causal/71852e1c,causes,0.8,0.85,"Sitting in the corner suggests a feeling of shame or guilt, leading to a guilty expression.",+,365,366
causal/8fe841a3,causes,0.8,0.85,"Taking him by the whiskers prompts a response, indicating a direct cause for the inquiry.",+,363,367
causal/cf7c3fa9,enables,0.7,0.8,Feeling guilty may prompt someone to open up about their issues.,+,366,367
causal/cbe8750a,causes,0.7,0.8,Feeling guilty can lead to a helpless demeanor as one may feel responsible for their actions.,+,366,370
causal/6747cfc3,causes,0.8,0.85,"The inquiry prompts Joe's helpless reaction, indicating a direct emotional response.",+,367,370
causal/dd554715,causes,0.7,0.8,"The sister's out-of-breath state suggests urgency or distress, leading to a helpless action of biting.",+,368,371
causal/3b266e16,causes,0.7,0.8,"Joe's helpless gaze likely influenced his action of taking a helpless bite, indicating a direct emotional response.",+,370,371
causal/764bd941,causes,0.7,0.8,"Staring can capture attention, prompting the subject to look back.",+,369,372
causal/2a2031d2,enables,0.7,0.8,"The act of looking indicates attention and connection, fostering friendship.",+,372,374
causal/663d49b6,enables,0.8,0.9,Joe's confidential tone fosters trust and friendship between him and Pip.,+,373,374
causal/49f1d76c,enables,0.7,0.6,"The experience of being bitten may have exposed the boy to various Bolters, shaping his social interactions.",+,381,383
causal/bb71b828,causes,0.7,0.8,"The speaker's experience of bolting at a young age suggests that such behavior is common among peers, indicating a causal relationship.",+,382,383
causal/d6a9a6a5,prevents,0.7,0.8,"The bite suggests a struggle or injury that prevents a worse outcome, implying survival despite danger.",+,381,385
causal/ec8c05e4,prevents,0.7,0.8,"The speaker suggests that bolting (running away) at a young age could lead to dangerous outcomes, implying that their own experience prevented worse consequences.",-,382,385
causal/9fee6b4f,enables,0.7,0.8,"Being among Bolters suggests familiarity, which may help avoid the fate of being Bolted dead.",+,383,385
causal/e2574bc9,prevents,0.7,0.8,"The speaker implies that the absence of Pip's 'Bolting' behavior is a mercy, suggesting that it prevents a negative outcome.",+,384,385
causal/cceead2e,causes,0.8,0.9,The action of diving at someone directly leads to the act of fishing them up by the hair.,+,386,387
causal/31be21ee,causes,0.8,0.85,The sister's aggressive action prompts a threatening verbal response.,+,386,388
causal/0f08d547,causes,0.8,0.85,"The act of being fished up by the hair leads to a reaction of being dosed, indicating a direct consequence.",+,387,388
causal/016021e4,enables,0.7,0.8,The mention of mercy implies that avoiding death allows for the use of Tar-water as a medicine.,+,385,389
causal/9fe1b176,enables,0.7,0.6,"The act of fishing someone up suggests a rescue or revival, which could enable the use of a medicine.",+,387,389
causal/67e20e42,causes,0.7,0.8,"The phrase implies a negative connotation towards the treatment, suggesting it led to the revival of Tar-water as a medicine.",+,388,389
causal/5fea58c6,causes,0.7,0.8,"The phrase implies a negative consequence that leads to Mrs. Joe's preparedness, suggesting her response is a direct result of the prior statement.",+,388,390
causal/7f9446ea,causes,0.8,0.75,"The revival of Tar-water as a medicine led to a belief in its effectiveness, despite its unpleasant qualities.",+,389,391
causal/7bcaa9ed,enables,0.7,0.8,"Keeping a supply of it suggests Mrs. Joe's belief in its virtues, reinforcing the idea that its unpleasantness is outweighed by its benefits.",+,390,391
causal/c3dc777e,causes,0.8,0.85,The phrase implies a coercive action leading to the administration of the elixir as a remedy.,+,388,392
causal/2e3d9efa,enables,0.8,0.9,The supply of elixir in the cupboard allows for its administration as a restorative.,+,390,392
causal/9ac7f174,enables,0.7,0.8,The belief in the elixir's virtues encourages its use as a restorative.,+,391,392
causal/eb32473f,enables,0.7,0.8,The revival of Tar-water as a fine medicine suggests it allowed for a new awareness or state of being.,+,389,393
causal/a4024f76,causes,0.7,0.8,"The belief in the virtues of something unpleasant leads to a conscious awareness of its negative effects, such as an unpleasant smell.",+,391,393
causal/8edd2c20,enables,0.7,0.8,Having a supply of the mixture allows for its use when needed.,+,390,394
causal/49383914,enables,0.7,0.8,The belief in the virtues of the mixture encourages its use despite its unpleasantness.,+,391,394
causal/6bb9f262,enables,0.8,0.85,The administration of the elixir provides the necessary treatment for the urgent medical condition.,+,392,394
causal/ddad526c,causes,0.7,0.8,"The belief in the virtues of something unpleasant can lead to its consumption, as the individual may prioritize perceived benefits over negative aspects.",+,391,395
causal/05958124,causes,0.9,0.95,The administration of the elixir directly leads to it being poured down the throat.,+,392,395
causal/d120bd08,causes,0.8,0.9,The administration of the elixir directly leads to increased comfort.,+,392,396
causal/8ab1719f,enables,0.7,0.8,Being conscious of one's appearance can lead to increased comfort.,+,393,396
causal/26f5f824,causes,0.8,0.85,"The urgency of the case necessitated the mixture, leading to increased comfort.",+,394,396
causal/808f3b6a,causes,0.7,0.8,"The awareness of one's smell may lead to embarrassment, prompting a reaction from Mrs. Joe.",+,393,397
causal/46a12486,causes,0.8,0.85,"The urgency of the case led to the need for the mixture, which resulted in Mrs. Joe's action of holding the head.",+,394,397
causal/f3d07ade,causes,0.8,0.9,"The act of pouring down the throat directly leads to the need for Mrs. Joe to hold the head, indicating a cause-effect relationship.",+,395,397
causal/653b5c77,enables,0.7,0.8,"The comfort provided allows for the use of a bootjack, facilitating the removal of the boot.",+,396,398
causal/ec84fa56,causes,0.8,0.9,The act of pouring liquid down someone's throat directly leads to Joe consuming half a pint.,+,395,399
causal/9e6f6731,enables,0.6,0.7,"The desire for greater comfort may lead Joe to accept a lesser amount, facilitating the outcome.",+,396,399
causal/714980a6,causes,0.8,0.9,Holding the head under her arm likely forced the person to swallow against their will.,+,397,400
causal/fbe96af1,causes,0.8,0.85,Joe's action of getting off with half a pint led to the necessity of swallowing it.,+,399,400
causal/e7a041aa,causes,0.7,0.8,Joe's consumption of alcohol likely led to feelings of disturbance.,+,399,401
causal/10ed9bda,causes,0.8,0.85,Being forced to swallow something unpleasant leads to emotional disturbance.,+,400,401
causal/cf645be1,aggravates,0.7,0.8,The disturbance increases his discomfort while he is trying to relax and reflect.,+,401,402
causal/ea21da6c,aggravates,0.7,0.8,The disturbance increases his discomfort while he is trying to relax and reflect.,+,401,403
causal/20f9d2ad,aggravates,0.7,0.8,The disturbance increases his discomfort while he is trying to relax and reflect.,+,401,404
causal/1255584a,enables,0.7,0.8,"The act of sitting and meditating creates a conducive environment for reflection, which may lead to a change in perspective or mood.",+,404,406
causal/897ae60c,enables,0.7,0.8,"The act of sitting and meditating may create a conducive environment for reflection, leading to a change in perspective.",+,404,407
causal/874d5896,causes,0.8,0.85,The first event suggests a prior condition that leads to the second event occurring.,+,405,407
causal/1829adaf,enables,0.7,0.8,"Meditation can lead to self-reflection, which may trigger feelings of guilt or conscience.",+,404,408
causal/64e9d6da,causes,0.7,0.8,The speaker suggests that a personal experience of guilt leads to a heightened sense of conscience.,+,406,408
causal/0572de27,causes,0.7,0.8,"The statement suggests that a change in the person's state (turn) leads to feelings of guilt or conscience, indicating a causal relationship.",+,407,408
causal/89a8b7b4,enables,0.7,0.8,"The turn allows the secret burdens to interact, suggesting a connection between them.",+,405,409
causal/7bf90df0,enables,0.7,0.8,The first event suggests a change in condition that allows the second burden to manifest.,+,407,409
causal/3a733867,enables,0.7,0.8,"The burden of conscience allows for the accumulation of additional burdens, suggesting a compounding effect.",+,408,409
causal/71b232b2,prevents,0.8,0.85,The fear of conscience prevents the speaker from committing robbery.,+,408,411
causal/c2cea599,enables,0.7,0.8,"The presence of secret burdens suggests a psychological state that may lead to unexpected actions, such as contemplating robbery.",+,409,411
causal/cc7bc2e4,enables,0.7,0.8,"The knowledge of intent to rob creates a need for self-preservation, ensuring focus on personal security.",+,410,413
causal/a38d8941,enables,0.7,0.8,The thought of robbing Joe suggests a mindset that may lead to prioritizing personal gain over ethical considerations.,+,411,413
causal/ddd71fba,enables,0.7,0.8,The speaker's perception of housekeeping property as not belonging to him allows for a focus on personal sustenance.,+,412,413
causal/48b87d94,enables,0.7,0.8,"The necessity of keeping one hand on my bread and butter allows for the act of sitting, suggesting a condition for the action.",+,413,414
causal/088008db,causes,0.7,0.6,"Feeling ordered around may lead to frustration, prompting thoughts of rebellion or theft.",+,411,415
causal/b3baee42,enables,0.7,0.8,The speaker's perception of housekeeping property as not belonging to him allows for being ordered about in the kitchen.,+,412,415
causal/3943285d,enables,0.7,0.8,"The necessity of keeping one hand on my bread and butter allows for being ordered about the kitchen, as it implies a need to manage responsibilities.",+,413,415
causal/24eb7d1f,enables,0.7,0.8,"Sitting implies a state of being present and available, which allows for being ordered about.",+,414,415
causal/a5095790,causes,0.8,0.75,The speaker's lack of recognition of shared property leads to mental distress.,+,412,416
causal/21b48ac9,causes,0.8,0.85,The constant need to secure one's livelihood creates stress and mental strain.,+,413,416
causal/bef33ad2,causes,0.8,0.85,"Being ordered around creates frustration and stress, leading to mental distress.",+,415,416
causal/5db0c86d,enables,0.7,0.8,Sitting allows for the observation of the fire's behavior influenced by the marsh winds.,+,414,417
causal/8cae2b83,enables,0.7,0.8,"Sitting creates a state of calmness that allows for reflective thinking, leading to the perception of hearing a voice.",+,414,418
causal/4f222da6,enables,0.6,0.7,"The glowing fire may enhance auditory perception, making the voice more noticeable.",+,417,419
causal/ff0a57a1,enables,0.7,0.8,"The first event sets the context for the second, allowing for a more specific interpretation of the voice heard.",+,418,419
causal/d064d41f,causes,0.7,0.8,The contemplation of the young man's thoughts may lead to impatience as a response to internal conflict.,+,421,422
causal/edcd21c9,causes,0.7,0.8,A constitutional impatience can lead to misjudging the appropriate timing for actions.,+,422,423
causal/00cefe15,enables,0.7,0.8,The contemplation of the young man's feelings allows for the possibility of emotional connection.,+,421,424
causal/3b071f4a,enables,0.7,0.8,The phrase suggests that yielding to impatience allows one to feel a sense of belonging or acceptance in emotional matters.,+,422,424
causal/07b0e94d,causes,0.8,0.85,The contemplation of a frightening scenario leads to a heightened state of fear.,+,421,425
causal/8e5ef948,causes,0.8,0.85,"The statement implies a deep emotional connection, suggesting that the speaker's feelings lead to a strong physical reaction of fear.",+,424,425
causal/4ff71367,enables,0.8,0.9,Stirring the pudding with a copper stick allows for effective mixing and heat distribution.,+,427,428
causal/cf199daf,enables,0.7,0.8,"Stirring the pudding prompted a new thought about the man, suggesting a connection between the task and the reflection.",+,427,430
causal/3e633640,enables,0.7,0.8,"The presence of the copper-stick prompts a new perspective on the man with the load, suggesting a connection between the two thoughts.",+,428,430
causal/5d47d1b2,enables,0.7,0.8,"The passage of time prompts reflection on the man with the load, suggesting a connection between time and thought.",+,429,430
causal/9a5f855c,causes,0.7,0.8,"The thought of the man with the load prompts a reflection on personal physical challenges, linking mental imagery to physical discomfort.",+,430,431
causal/f9eef03a,enables,0.7,0.8,"The passage of time allows for the opportunity to leave, suggesting a connection between the clock's indication and the action taken.",+,429,432
causal/74c4e5e3,causes,0.7,0.8,"The reflection on the man with the load prompts a change in perspective, leading to a sense of relief.",+,430,432
causal/922b8a70,enables,0.7,0.8,Exercise led to a situation that allowed for an escape.,+,431,432
causal/2d8f26d5,causes,0.7,0.8,"The reflection on the man with the load prompts a deeper introspection, leading to a sense of guilt or responsibility being internalized.",+,430,433
causal/ba78a9e1,enables,0.7,0.8,"The act of slipping away allows for the separation of conscience, facilitating its deposition in the garret bedroom.",+,432,433
causal/5e0a569c,enables,0.7,0.8,Depositing part of conscience allows for deeper reflection during stirring.,+,433,434
causal/232135ba,enables,0.7,0.8,Depositing part of conscience allows for a smoother transition to bedtime.,+,433,436
causal/ace1c157,causes,0.7,0.8,"Mrs. Joe's tendency to take explanations upon herself likely led to her snappish remark, indicating frustration.",+,439,440
causal/76451917,enables,0.7,0.8,Mrs. Joe's tendency to take explanations upon herself allows her to administer definitions in a forceful manner.,+,439,441
causal/aa841454,enables,0.7,0.8,The act of administering the definition facilitates the speaker's ability to engage in conversation about the term 'convict'.,+,441,444
causal/e32217cb,causes,0.8,0.9,The act of putting my mouth into forms of saying initiates a specific dialogue with Joe.,+,443,444
causal/31bf4911,causes,0.8,0.85,The act of expressing thoughts prompts Joe to respond elaborately.,+,443,445
causal/75e69418,enables,0.8,0.9,The act of asking a question encourages Joe to respond with an elaborate answer.,+,444,445
causal/2f8f06f9,causes,0.8,0.85,"The act of speaking to Joe leads to the recognition of the word 'Pip,' indicating a direct influence.",+,443,446
causal/49fe863f,causes,0.7,0.8,"Joe's elaborate answer likely provoked a strong reaction, leading to warnings.",+,445,449
causal/7af51906,causes,0.8,0.85,The convict's escape prompted the warning shots to alert others.,+,447,449
causal/7b32e3b0,causes,0.8,0.85,"The sunset gun serves as a signal, prompting the firing of warnings.",+,448,449
causal/82d4d926,causes,0.7,0.8,The convict's escape likely prompted authorities to issue warnings about potential dangers.,+,447,450
causal/e3b5d81a,causes,0.8,0.85,"The sunset-gun signals the end of the day, prompting the firing of warnings.",+,448,450
causal/070789a6,causes,0.7,0.8,"The initial warning likely led to a pattern of behavior, prompting further warnings.",+,449,450
causal/d4d4f6fe,causes,0.8,0.85,"The act of questioning leads to the revelation of truths, implying that without questions, lies remain hidden.",+,452,453
causal/3007a76d,causes,0.7,0.8,"The sister's frowning indicates disapproval, which leads to her being impolite when alone.",+,451,455
causal/da08938f,enables,0.7,0.8,"Not asking questions allows curiosity to grow unchecked, leading to increased interest.",+,453,456
causal/cc4666c2,enables,0.7,0.8,The implication of dishonesty from herself allows for increased curiosity about the truth.,+,454,456
causal/eac92c05,enables,0.7,0.8,Joe's actions made it possible for curiosity to grow by engaging in a dramatic manner.,+,456,457
causal/aafbe43b,enables,0.7,0.8,"Joe's actions increased curiosity, leading to the formation of a specific word in the mind.",+,456,458
causal/4b2643ff,causes,0.8,0.9,The effort to open his mouth wide directly leads to the formation of the word 'sulks.',+,457,458
causal/ae6f9bf1,causes,0.8,0.85,"Joe's actions increased curiosity, leading to a response directed at Mrs. Joe.",+,456,459
causal/4d231865,causes,0.8,0.85,"Joe's actions stimulated curiosity, leading to a verbal reaction.",+,456,460
causal/a98e935e,enables,0.8,0.9,"Opening the mouth wide allows for the formation of words, enabling speech.",+,457,460
causal/aae4b86a,causes,0.8,0.85,Pointing to Mrs. Joe prompts the speaker to vocalize a question about her.,+,459,460
causal/1daaba32,prevents,0.7,0.8,Joe's refusal to consider the suggestion indicates that the effort to persuade him is ineffective.,-,457,461
causal/1c49b90d,causes,0.7,0.8,"Pointing can elicit a response, leading to a wide mouth opening in surprise or anticipation.",+,459,462
causal/4bef9a24,causes,0.8,0.85,The act of forming words with the mouth leads to the production of an emphatic expression.,+,460,463
causal/91e8e20f,causes,0.8,0.85,"Opening his mouth wide suggests a strong expression, leading to the emphatic word being articulated.",+,462,463
causal/a936ce83,causes,0.8,0.9,The inquiry about the firing leads to the revelation that it originates from the Hulks.,+,466,468
causal/1f404faf,causes,0.8,0.9,"The sister's exclamation implies sarcasm, suggesting her true feelings contradict her words, leading to a sense of vindication.",+,467,470
causal/b50ed760,causes,0.8,0.9,"Joe's cough indicates disapproval, prompting the implied message of 'I told you so.'",+,469,470
causal/bf7d1b1e,enables,0.7,0.8,"The phrase suggests that the speaker's identity or situation is being highlighted, which allows for the act of pointing out to occur.",+,468,472
causal/8a247cfc,enables,0.7,0.8,"The sister's exclamation highlights the boy's behavior, allowing her to draw attention to him.",+,471,472
causal/b304021a,causes,0.7,0.8,"The statement implies a sense of forewarning, leading to a reaction of disapproval.",+,470,473
causal/1a8ed6f0,causes,0.8,0.9,"The sister's exclamation indicates frustration or disappointment, leading her to shake her head.",+,471,473
causal/b82d1163,causes,0.7,0.8,"Pointing out with a needle and thread suggests a critical observation, leading to a disapproving gesture.",+,472,473
causal/71ff7eff,causes,0.8,0.85,The boy's inquisitive nature leads to him asking multiple questions after receiving an answer.,+,471,474
causal/2de20625,enables,0.6,0.7,"Pointing out with needle and thread suggests focus, which may lead to increased questioning.",+,472,474
causal/90972fca,prevents,0.7,0.8,"Shaking her head indicates disapproval, suggesting she is discouraging further questioning.",-,473,474
causal/a451c9dd,causes,0.8,0.85,"The act of answering prompts further questioning, leading to a sense of desperation.",+,474,478
causal/e586046b,causes,0.8,0.7,The act of being imprisoned leads to feelings of quiet desperation.,+,477,479
causal/d8805b53,causes,0.8,0.9,The phrase 'said I' indicates that the speaker's expression of desperation is a direct result of their statement.,+,478,479
causal/ca4c3cea,prevents,0.7,0.8,"The speaker's quiet desperation suggests a desire to avoid conflict, which prevents them from badgering others.",-,478,482
causal/a28fd56c,causes,0.8,0.85,"The speaker's statement implies a direct consequence of their upbringing, suggesting that the act of telling is linked to the admonition against badgering others.",+,481,482
causal/0c624a9d,prevents,0.7,0.8,"The speaker implies that their upbringing was intended to instill positive behavior, thus preventing blame.",+,482,483
causal/667924b0,causes,0.8,0.85,"The speaker implies that failing to raise someone properly leads to negative behaviors, resulting in severe consequences like imprisonment.",+,482,484
causal/b100824c,causes,0.7,0.8,"The speaker implies that their upbringing instilled a sense of respect, leading others to engage with questions rather than badgering.",+,482,485
causal/f17db1df,prevents,0.7,0.8,"The speaker implies that their upbringing was intended to instill good behavior, which prevents the listener from causing trouble.",+,482,486
causal/acf341ef,prevents,0.7,0.8,"The speaker suggests that taking blame would prevent receiving praise, implying a negative outcome.",-,483,486
causal/985c029c,prevents,0.7,0.8,"The blame implies a lack of support or resources, preventing the speaker from having a candle.",-,483,487
causal/e75f5daa,prevents,0.8,0.9,"Being put in the Hulks restricts personal freedoms, including basic comforts like having a candle.",-,484,487
causal/86a157cf,prevents,0.6,0.7,"Asking questions may divert attention from providing comfort, preventing the act of lighting a candle.",-,485,487
causal/0b5c9dca,prevents,0.7,0.8,The instruction to go to bed implies a lack of resources (candle) for a safe transition.,-,486,487
causal/170122e3,enables,0.7,0.8,Going to bed allows the action of going upstairs in the dark to occur.,+,486,488
causal/d033ef8d,causes,0.7,0.8,"Going to bed can lead to a state of relaxation, which may cause sensations like tingling in the head.",+,486,489
causal/921d5ee9,causes,0.7,0.8,"Moving upstairs in the dark may lead to a heightened sense of alertness or anxiety, causing physical sensations like tingling.",+,488,489
causal/a2642640,prevents,0.7,0.8,"The lack of a candle prevents the comfort and security of light, leading to heightened awareness of fear.",-,487,491
causal/c7af645a,enables,0.7,0.6,"The tingling sensation may heighten awareness, allowing for a greater appreciation of convenience.",+,489,491
causal/0409b7cf,enables,0.6,0.7,"The act of playing the tambourine suggests a sense of creativity or expression, which may lead to an appreciation of convenience.",+,490,491
causal/95d23f1a,enables,0.7,0.8,"Going upstairs in the dark allows access to the hulks, making them convenient.",+,488,492
causal/b2e9f159,enables,0.7,0.6,"The tingling sensation may enhance awareness or perception, making the hulks more accessible or useful.",+,489,492
causal/4ec78a2f,enables,0.7,0.8,The feeling of fear enhances the perception of convenience provided by the hulks.,+,491,492
causal/3d859ac0,causes,0.7,0.8,"The sensation of tingling in the head suggests a physiological response that may indicate a state of excitement or anticipation, leading to the feeling of being on the way to a destination.",+,489,493
causal/dc0ab3a3,enables,0.7,0.8,Feeling a strong sense of convenience can motivate and facilitate the decision to proceed towards a destination.,+,491,493
causal/666c9858,enables,0.7,0.8,"The hulks provided a convenient means of transportation, facilitating my journey.",+,492,493
causal/aff2fbe0,enables,0.7,0.8,Mrs. Joe's thimble suggests a playful or engaging environment that encourages questioning.,+,490,494
causal/aa88dbd9,enables,0.7,0.6,Feeling a strong sense of convenience may encourage one to engage in asking questions.,+,491,494
causal/f4978b06,enables,0.7,0.8,The availability of hulks facilitated the process of inquiry.,+,492,494
causal/635121a9,enables,0.7,0.8,"Being on the way suggests readiness to engage, facilitating the act of asking questions.",+,493,494
causal/8fa69b1d,causes,0.8,0.85,The feeling of fearfulness heightened the motivation to commit robbery.,+,491,495
causal/d6135068,enables,0.8,0.85,The hulks provided a means or opportunity for the robbery.,+,492,495
causal/0393de17,enables,0.7,0.8,The intent to go to a location facilitates the opportunity to commit a robbery.,+,493,495
causal/df458c9c,enables,0.7,0.8,The availability of hulks provides a means for the speaker to reflect on the secrecy associated with fear in youth.,+,492,496
causal/7f33ee7c,enables,0.7,0.8,"Asking questions can create an environment where individuals reflect on their experiences, including feelings of secrecy and terror.",+,494,496
causal/09151cbf,enables,0.7,0.8,"Asking questions can create an environment where fear is acknowledged, allowing for the expression of terror.",+,494,497
causal/17467d42,causes,0.8,0.85,"The presence of terror leads to a state of secrecy among the young, regardless of the reasonableness of the fear.",+,496,497
causal/3470d165,causes,0.7,0.8,"Asking questions may have led to a confrontation, heightening fear of the young man.",+,494,498
causal/1da27df5,causes,0.8,0.9,The fear of the young man is a direct result of the secrecy and terror experienced by the speaker.,+,496,498
causal/5bde811c,causes,0.8,0.9,"The unreasonable terror described leads to a specific fear of the young man, indicating a direct cause-effect relationship.",+,497,498
causal/845e728f,causes,0.8,0.85,"The fear of the interlocutor's presence likely stems from the underlying terror mentioned, indicating a direct causal relationship.",+,496,499
causal/11bdf469,causes,0.8,0.9,The presence of unreasonable terror directly leads to a state of mortal terror in the individual.,+,497,499
causal/ccadc313,causes,0.8,0.85,"The awareness of secrecy under terror leads to self-terror, as the individual grapples with internal fears and promises.",+,496,500
causal/5246a4ff,causes,0.8,0.85,"The unreasonable terror leads to a profound fear of oneself, indicating a direct psychological impact.",+,497,500
causal/c1afdeab,causes,0.8,0.9,"The fear of the young man leads to self-terror due to the promise made, indicating a direct emotional consequence.",+,498,500
causal/1d008070,causes,0.8,0.9,The fear of the interlocutor leads to self-fear due to the promise made.,+,499,500
causal/15c2edec,aggravates,0.7,0.8,"The unreasonable terror intensifies feelings of hopelessness and isolation, as the speaker feels rejected by their sister.",+,497,501
causal/4eacd008,aggravates,0.7,0.8,The fear of the young man intensifies the feeling of hopelessness regarding the sister's support.,+,498,501
causal/be64c1ce,aggravates,0.7,0.8,The fear of the interlocutor intensifies the feeling of hopelessness regarding the sister's support.,+,499,501
causal/672d26b2,aggravates,0.7,0.8,The fear of oneself intensifies the feeling of hopelessness regarding deliverance from the sister.,+,500,501
causal/d7fe003f,causes,0.8,0.85,The terror experienced leads to fear of potential actions taken under duress.,+,498,502
causal/ef841a91,causes,0.8,0.9,The fear of the interlocutor directly leads to a heightened state of anxiety about potential actions taken in that fear.,+,499,502
causal/f2269499,causes,0.8,0.9,The fear of oneself leads to anxiety about potential actions taken under duress.,+,500,502
causal/2e337583,prevents,0.8,0.85,"The sister's rejection creates a sense of hopelessness, preventing the individual from considering actions they might take in fear.",-,501,502
causal/6427b9d7,prevents,0.8,0.85,"The lack of hope from the sister prevents the speaker from finding peace, leading to restless thoughts.",-,501,503
causal/648bef43,causes,0.7,0.8,"Fear can lead to hallucinations or vivid imaginations, manifesting as a ghostly figure.",+,502,504
causal/ceb09e91,enables,0.7,0.8,The act of imagining drifting down the river creates a mental space for the ghostly pirate to appear.,+,503,504
causal/2413651e,prevents,0.8,0.7,"The lack of hope from the sister prevents the possibility of deliverance, leading to a sense of despair as the narrator approaches the gibbet-station.",-,501,505
causal/31392cd2,enables,0.7,0.8,The ghostly pirate's call may draw attention or influence the passerby at the gibbet-station.,+,504,505
causal/50506909,causes,0.7,0.8,The speaker's restless imagination about drifting leads to a conclusion about facing consequences.,+,503,506
causal/3e172759,causes,0.8,0.85,"The fear of sleeping is influenced by the anxiety of drifting down the river, suggesting a direct emotional connection.",+,503,507
causal/31115604,causes,0.8,0.9,"The ghostly pirate's call instills fear, leading to reluctance to sleep.",+,504,507
causal/bbf08ebd,causes,0.8,0.9,"The presence of the gibbet-station instills fear, leading to an inability to sleep.",+,505,507
causal/e87c1f72,prevents,0.8,0.9,The fear of impending punishment prevents the individual from sleeping.,-,506,507
causal/bfc05723,enables,0.7,0.8,"The ghostly pirate's call creates a sense of urgency and motivation to act, leading to the decision to rob the pantry at dawn.",+,504,508
causal/1eda1c34,enables,0.7,0.8,The mention of the gibbet-station suggests a foreboding atmosphere that motivates the speaker to plan the robbery.,+,505,508
causal/b72b3a7d,causes,0.8,0.9,Fear of sleeping leads to the necessity of robbing the pantry at dawn.,+,507,508
causal/501def2c,prevents,0.7,0.8,"The presence of the gibbet-station creates a sense of fear or unease, making it impossible to act during the night.",-,505,509
causal/c0c20849,prevents,0.7,0.8,The decision to come ashore and face consequences prevents the action from occurring at night.,-,506,509
causal/ccc1afcf,causes,0.8,0.9,Fear of sleeping leads to an inability to sleep at night.,+,507,509
causal/6cd5ef94,causes,0.8,0.9,The need to rob the pantry arises from the inability to do so at night.,+,508,509
causal/5a0d2a9b,causes,0.8,0.85,"Fear of sleeping leads to the inability to obtain light easily, indicating a direct impact on behavior.",+,507,510
causal/217f26cf,causes,0.8,0.9,The need to rob the pantry arises from the inability to create light easily at dawn.,+,508,510
