:ID,name,actionType,source_quote,confidence,sequence,chapter,time,location,scene_id,theme_POWER_involvement,theme_POWER_role,theme_POWER_confidence,theme_POWER_evidence,theme_WEALTH_involvement,theme_WEALTH_role,theme_WEALTH_confidence,theme_WEALTH_evidence,theme_KINSHIP_involvement,theme_KINSHIP_role,theme_KINSHIP_confidence,theme_KINSHIP_evidence,theme_JUSTICE_involvement,theme_JUSTICE_role,theme_JUSTICE_confidence,theme_JUSTICE_evidence,theme_KNOWLEDGE_involvement,theme_KNOWLEDGE_role,theme_KNOWLEDGE_confidence,theme_KNOWLEDGE_evidence,theme_annotations_raw
event/dcdcdd80,"Abel Magwitch asked who Philip Pirrip lived with, adding the threat that he had not made up his mind whether to let Philip Pirrip live.",ACTION_TENSION,,0.9,44,1,A memorable raw afternoon towards evening,Churchyard,,direct,initiating,0.9,"He interrogates Philip and adds a death threat: ""he had not made up his mind whether to let Philip Pirrip live,"" coercing compliance.",none,,0.0,,none,,0.0,,direct,initiating,0.62,"He issues a death threat (""not made up his mind whether to let [him] live""), an explicit moral/legal violation.",indirect,enabling,0.64,"He ""asked who Philip Pirrip lived with,"" initiating an interrogation to obtain information.","{""KNOWLEDGE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He \""asked who Philip Pirrip lived with,\"" initiating an interrogation to obtain information."", ""signals"": [""asked who he lived with"", ""interrogation"", ""seeking information""], ""confidence"": 0.64}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""He issues a death threat (\""not made up his mind whether to let [him] live\""), an explicit moral/legal violation."", ""signals"": [""death threat"", ""menace of murder"", ""wrongdoing signaled""], ""confidence"": 0.62}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""He interrogates Philip and adds a death threat: \""he had not made up his mind whether to let Philip Pirrip live,\"" coercing compliance."", ""signals"": [""death threat"", ""coercion"", ""interrogation"", ""constraining choice""], ""confidence"": 0.9}}"
event/83c900d5,"Philip Pirrip stated he lived with his sister, Mrs. Joe Gargery, wife of Joe Gargery, the blacksmith.",ACKNOWLEDGMENT,,0.9,45,1,A memorable raw afternoon towards evening,Churchyard,,indirect,enabling,0.6,"He 'stated he lived with his sister...'; context notes 'Compliance under threat,' indicating the admission was compelled and equips the coercer to enforce the threat.",none,,0.0,,direct,revealing,0.9,"He 'stated he lived with his sister, Mrs. Joe Gargery, wife of Joe Gargery,' explicitly invoking household and family ties.",none,,0.0,,direct,revealing,0.78,"He 'stated he lived with his sister, Mrs. Joe Gargery, wife of Joe Gargery,' thereby providing identifying and locational information to the other party.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He 'stated he lived with his sister, Mrs. Joe Gargery, wife of Joe Gargery,' thereby providing identifying and locational information to the other party."", ""signals"": [""stated he lived with his sister"", ""identifying information"", ""to Abel Magwitch"", ""locational detail revealed""], ""confidence"": 0.78}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He 'stated he lived with his sister, Mrs. Joe Gargery, wife of Joe Gargery,' explicitly invoking household and family ties."", ""signals"": [""lived with his sister"", ""Mrs. Joe Gargery"", ""wife of Joe Gargery"", ""household tie invoked""], ""confidence"": 0.9}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He 'stated he lived with his sister...'; context notes 'Compliance under threat,' indicating the admission was compelled and equips the coercer to enforce the threat."", ""signals"": [""stated he lived with his sister"", ""Compliance under threat"", ""provide identifying information"", ""to Abel Magwitch""], ""confidence"": 0.6}}"
event/ad13512c,"Abel Magwitch reacted to the word ""Blacksmith"" and looked down at his leg.",CONTEMPLATION,,0.88,46,1,A memorable raw afternoon towards evening,Churchyard,,indirect,enabling,0.6,"He ""reacted to the word 'Blacksmith'"" and ""looked down at his leg,"" implying he sees a way to deal with the shackle.",none,,0.0,,none,,0.0,,latent,revealing,0.48,"Concern about leg-iron; he ""looked down at his leg,"" signaling ongoing legal restraint.",direct,revealing,0.72,"He ""reacted to the word 'Blacksmith'"" and ""looked down at his leg,"" showing he learns/infers the relevance of a blacksmith to his shackle.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He \""reacted to the word 'Blacksmith'\"" and \""looked down at his leg,\"" showing he learns/infers the relevance of a blacksmith to his shackle."", ""signals"": [""reacted to 'Blacksmith'"", ""looked down at his leg"", ""concern about leg-iron""], ""confidence"": 0.72}, ""JUSTICE"": {""involvement"": ""latent"", ""role"": ""revealing"", ""evidence"": ""Concern about leg-iron; he \""looked down at his leg,\"" signaling ongoing legal restraint."", ""signals"": [""leg-iron"", ""looked down at his leg"", ""reacted to 'Blacksmith'""], ""confidence"": 0.48}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He \""reacted to the word 'Blacksmith'\"" and \""looked down at his leg,\"" implying he sees a way to deal with the shackle."", ""signals"": [""reacted to 'Blacksmith'"", ""looked down at his leg"", ""escape risk""], ""confidence"": 0.6}}"
event/77b1a1c8,"Abel Magwitch approached the tombstone, seized Philip Pirrip by both arms, and tilted him back to loom over him.",ACTION_TENSION,,0.9,47,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,initiating,0.9,"""seized Philip Pirrip by both arms, and tilted him back to loom over him""—a physical act of coercion that constrains Pip.",indirect,enabling,0.6,"The intimidation here enables the subsequent order to bring ""a file and food,"" initiating a compelled resource transfer.",none,,0.0,,direct,initiating,0.62,"""seized ... by both arms"" and ""tilted him back to loom over him"" constitute an assault/coercive violation of norms.",indirect,mediating,0.54,Bridge: linked to event/588a95dd via PSYCHOLOGICAL_PRESSURE which has direct KNOWLEDGE involvement.,"{""KNOWLEDGE"": {""involvement"": ""indirect"", ""role"": ""mediating"", ""evidence"": ""Bridge: linked to event/588a95dd via PSYCHOLOGICAL_PRESSURE which has direct KNOWLEDGE involvement."", ""signals"": [""bridge_from:event/588a95dd"", ""via:PSYCHOLOGICAL_PRESSURE""], ""confidence"": 0.54, ""bridge_source"": ""event/588a95dd"", ""bridge_relation"": ""PSYCHOLOGICAL_PRESSURE""}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\""seized ... by both arms\"" and \""tilted him back to loom over him\"" constitute an assault/coercive violation of norms."", ""signals"": [""seized"", ""physical coercion"", ""loom over"", ""assaultive act""], ""confidence"": 0.62}, ""WEALTH"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""The intimidation here enables the subsequent order to bring \""a file and food,\"" initiating a compelled resource transfer."", ""signals"": [""intimidation precondition"", ""enables demand"", ""file and food (next event)""], ""confidence"": 0.6}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\""seized Philip Pirrip by both arms, and tilted him back to loom over him\""\u2014a physical act of coercion that constrains Pip."", ""signals"": [""seized by both arms"", ""tilted him back"", ""loom over him"", ""intimidation""], ""confidence"": 0.9}}"
event/7453fce7,Abel Magwitch threatened Philip Pirrip's life and asked if Philip Pirrip knew what a file was.,ACTION_TENSION,,0.9,48,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,initiating,0.9,"""Abel Magwitch threatened Philip Pirrip's life""—an explicit death threat that coerces compliance.",latent,enabling,0.34,"""asked if Philip Pirrip knew what a file was""—signaling a forthcoming demand for a tool (property) but no transfer yet.",none,,0.0,,direct,initiating,0.9,"""threatened Philip Pirrip's life""—a clear violation (menace/assault) initiating a justice-relevant offense.",direct,revealing,0.68,"By threatening his life, Magwitch communicates imminent danger to Pip; he also ""asked if [Pip] knew what a file was,"" probing actionable knowledge.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""By threatening his life, Magwitch communicates imminent danger to Pip; he also \""asked if [Pip] knew what a file was,\"" probing actionable knowledge."", ""signals"": [""threatened"", ""declares intent"", ""asks if he knew""], ""confidence"": 0.68}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\""threatened Philip Pirrip's life\""\u2014a clear violation (menace/assault) initiating a justice-relevant offense."", ""signals"": [""threatened"", ""menace"", ""violence"", ""assault risk""], ""confidence"": 0.9}, ""WEALTH"": {""involvement"": ""latent"", ""role"": ""enabling"", ""evidence"": ""\""asked if Philip Pirrip knew what a file was\""\u2014signaling a forthcoming demand for a tool (property) but no transfer yet."", ""signals"": [""file"", ""tools"", ""setup for demand""], ""confidence"": 0.34}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\""Abel Magwitch threatened Philip Pirrip's life\""\u2014an explicit death threat that coerces compliance."", ""signals"": [""threatened"", ""death threat"", ""coercion"", ""constrains choices""], ""confidence"": 0.9}}"
event/e9faf8d3,Philip Pirrip answered that he knew what a file was.,ACKNOWLEDGMENT,,0.9,49,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,indirect,enabling,0.6,"""Compliance under threat""; he ""answered that he knew what a file was,"" enabling the coercer to direct him to procure one.",none,,0.0,,none,,0.0,,none,,0.0,,direct,revealing,0.75,"He ""answered that he knew what a file was,"" revealing capability information to the other party.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He \""answered that he knew what a file was,\"" revealing capability information to the other party."", ""signals"": [""answered"", ""knew"", ""what a file was""], ""confidence"": 0.75}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\""Compliance under threat\""; he \""answered that he knew what a file was,\"" enabling the coercer to direct him to procure one."", ""signals"": [""compliance under threat"", ""answered"", ""knew what a file was""], ""confidence"": 0.6}}"
event/8ad571ce,Abel Magwitch asked if Philip Pirrip knew what wittles were.,ACTION_TENSION,,0.9,50,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,none,,0.0,,latent,initiating,0.42,"He ""asked if Philip Pirrip knew what wittles were,"" signaling food as the object to be obtained.",none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""latent"", ""role"": ""initiating"", ""evidence"": ""He \""asked if Philip Pirrip knew what wittles were,\"" signaling food as the object to be obtained."", ""signals"": [""wittles"", ""asked if he knew"", ""what ... were""], ""confidence"": 0.42}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/15c050ec,Philip Pirrip answered that he knew what wittles were.,ACKNOWLEDGMENT,,0.9,51,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,indirect,enabling,0.7,"""Philip Pirrip answered that he knew what wittles were."" Under prior threat, this affirmation enabled the next step: ""Abel Magwitch commanded Philip Pirrip to get him wittles.""",indirect,enabling,0.55,"By confirming he knew what ""wittles"" were, Pip enabled Magwitch to demand food: ""commanded Philip Pirrip to get him wittles.""",none,,0.0,,indirect,mediating,0.54,Bridge: linked to event/7453fce7 via PSYCHOLOGICAL_PRESSURE which has direct JUSTICE involvement.,direct,revealing,0.87,"""Philip Pirrip answered that he knew what wittles were,"" revealing his understanding to Magwitch and enabling him to act on it.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""\""Philip Pirrip answered that he knew what wittles were,\"" revealing his understanding to Magwitch and enabling him to act on it."", ""signals"": [""answered"", ""knew"", ""revealed understanding""], ""confidence"": 0.87}, ""JUSTICE"": {""involvement"": ""indirect"", ""role"": ""mediating"", ""evidence"": ""Bridge: linked to event/7453fce7 via PSYCHOLOGICAL_PRESSURE which has direct JUSTICE involvement."", ""signals"": [""bridge_from:event/7453fce7"", ""via:PSYCHOLOGICAL_PRESSURE""], ""confidence"": 0.54, ""bridge_source"": ""event/7453fce7"", ""bridge_relation"": ""PSYCHOLOGICAL_PRESSURE""}, ""WEALTH"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""By confirming he knew what \""wittles\"" were, Pip enabled Magwitch to demand food: \""commanded Philip Pirrip to get him wittles.\"""", ""signals"": [""wittles (food)"", ""answered he knew"", ""demand for food""], ""confidence"": 0.55}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\""Philip Pirrip answered that he knew what wittles were.\"" Under prior threat, this affirmation enabled the next step: \""Abel Magwitch commanded Philip Pirrip to get him wittles.\"""", ""signals"": [""answered he knew"", ""compliance under threat"", ""licenses the demand"", ""command to get wittles""], ""confidence"": 0.7}}"
event/c74b6510,Abel Magwitch repeatedly tilted Philip Pirrip further after each question to increase his helplessness and sense of danger.,ACTION_TENSION,,0.9,52,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,escalating,0.9,"""repeatedly tilted Philip Pirrip further after each question to increase his helplessness and sense of danger.""",none,,0.0,,none,,0.0,,none,,0.0,,indirect,enabling,0.58,"""after each question"" he ""repeatedly tilted... to increase his helplessness,"" pressuring answers during questioning.","{""KNOWLEDGE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""\""after each question\"" he \""repeatedly tilted... to increase his helplessness,\"" pressuring answers during questioning."", ""signals"": [""after each question"", ""pressuring answers"", ""increase his helplessness"", ""intimidation during questioning""], ""confidence"": 0.58}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""escalating"", ""evidence"": ""\""repeatedly tilted Philip Pirrip further after each question to increase his helplessness and sense of danger.\"""", ""signals"": [""repeatedly tilted"", ""after each question"", ""increase his helplessness"", ""sense of danger""], ""confidence"": 0.9}}"
event/7276b786,Abel Magwitch commanded Philip Pirrip to get him a file.,ACTION_TENSION,,0.9,53,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,initiating,0.92,"""Abel Magwitch commanded Philip Pirrip to get him a file."" The command constrains Pip's choices under coercion.",none,,0.0,,none,,0.0,,indirect,enabling,0.68,"He orders Pip to procure a file ""to remove [his] leg-iron,"" enabling evasion of lawful restraint.",direct,revealing,0.63,"By commanding Pip ""to get him a file,"" Magwitch reveals his need and plan, informing Pip what action to take.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""By commanding Pip \""to get him a file,\"" Magwitch reveals his need and plan, informing Pip what action to take."", ""signals"": [""request for file"", ""Magwitch's need revealed"", ""instruction to Pip""], ""confidence"": 0.63}, ""JUSTICE"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""He orders Pip to procure a file \""to remove [his] leg-iron,\"" enabling evasion of lawful restraint."", ""signals"": [""remove leg-iron"", ""leg-iron"", ""aid escape""], ""confidence"": 0.68}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\""Abel Magwitch commanded Philip Pirrip to get him a file.\"" The command constrains Pip's choices under coercion."", ""signals"": [""commanded"", ""get him a file"", ""coercion""], ""confidence"": 0.92}}"
event/9fe14cf6,Abel Magwitch commanded Philip Pirrip to get him wittles.,ACTION_TENSION,,0.9,54,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,initiating,0.9,“Abel Magwitch commanded Philip Pirrip to get him wittles.” The command compels Pip to act under coercion.,indirect,enabling,0.65,"The order to “get him wittles” sets up acquiring food for Magwitch, a precondition to resource transfer.",none,,0.0,,none,,0.0,,indirect,mediating,0.49199999999999994,Bridge: linked to event/64d69630 via EVENT_REINFORCEMENT which has direct KNOWLEDGE involvement.,"{""KNOWLEDGE"": {""involvement"": ""indirect"", ""role"": ""mediating"", ""evidence"": ""Bridge: linked to event/64d69630 via EVENT_REINFORCEMENT which has direct KNOWLEDGE involvement."", ""signals"": [""bridge_from:event/64d69630"", ""via:EVENT_REINFORCEMENT""], ""confidence"": 0.49199999999999994, ""bridge_source"": ""event/64d69630"", ""bridge_relation"": ""EVENT_REINFORCEMENT""}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""The order to \u201cget him wittles\u201d sets up acquiring food for Magwitch, a precondition to resource transfer."", ""signals"": [""wittles (food)"", ""get him"", ""obtain/provide""], ""confidence"": 0.65}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\u201cAbel Magwitch commanded Philip Pirrip to get him wittles.\u201d The command compels Pip to act under coercion."", ""signals"": [""commanded"", ""to get him wittles"", ""coercion/compulsion""], ""confidence"": 0.9}}"
event/64d69630,Abel Magwitch commanded Philip Pirrip to bring both the file and the wittles to him.,ACTION_TENSION,,0.9,55,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,escalating,0.9,“Abel Magwitch commanded Philip Pirrip to bring both the file and the wittles to him.” This intensifies the prior order by specifying additional obedience.,indirect,enabling,0.7,The command to “bring both the file and the wittles to him” sets up a transfer of goods to Magwitch.,none,,0.0,,none,,0.0,,direct,revealing,0.82,"By specifying “both the file and the wittles,” Magwitch provides Pip new actionable instructions.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""By specifying \u201cboth the file and the wittles,\u201d Magwitch provides Pip new actionable instructions."", ""signals"": [""commanded"", ""both the file and the wittles"", ""instructions"", ""to him""], ""confidence"": 0.82}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""indirect"", ""role"": ""enabling"", ""evidence"": ""The command to \u201cbring both the file and the wittles to him\u201d sets up a transfer of goods to Magwitch."", ""signals"": [""bring"", ""wittles"", ""file"", ""to him""], ""confidence"": 0.7}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""escalating"", ""evidence"": ""\u201cAbel Magwitch commanded Philip Pirrip to bring both the file and the wittles to him.\u201d This intensifies the prior order by specifying additional obedience."", ""signals"": [""commanded"", ""bring"", ""to him"", ""coercion""], ""confidence"": 0.9}}"
event/b1f50201,"Abel Magwitch threatened, ""Or I’ll have your heart and liver out.""",ACTION_TENSION,,0.9,56,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,initiating,0.92,"Abel Magwitch threatened, ""Or I’ll have your heart and liver out."" The violent threat coerces Pip and constrains his choices.",none,,0.0,,none,,0.0,,direct,initiating,0.78,"He issues a violent death threat: ""Or I’ll have your heart and liver out,"" constituting a clear moral/legal violation.",none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""He issues a violent death threat: \""Or I\u2019ll have your heart and liver out,\"" constituting a clear moral/legal violation."", ""signals"": [""threatened"", ""death threat"", ""violence"", ""have your heart and liver out""], ""confidence"": 0.78}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""Abel Magwitch threatened, \""Or I\u2019ll have your heart and liver out.\"" The violent threat coerces Pip and constrains his choices."", ""signals"": [""threatened"", ""or I'll"", ""have your heart and liver out"", ""coercion""], ""confidence"": 0.92}}"
event/3dbec860,"Philip Pirrip, dreadfully frightened and giddy, clung to Abel Magwitch with both hands.",CHARACTER_EMOTION_SPIKE,,0.9,57,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}}"
event/ee175aff,Philip Pirrip pleaded to be kept upright so he would not be sick and could attend better.,ACTION_TENSION,,0.9,58,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,latent,enabling,0.38,"He pleaded to be kept upright so he would not be sick and could attend better, attempting to shape how he is handled within a coercive exchange.",none,,0.0,,none,,0.0,,none,,0.0,,direct,revealing,0.62,"He states he would not be sick and could attend better if kept upright, providing actionable information about his condition and capacity to comply.","{""KNOWLEDGE"": {""involvement"": ""direct"", ""role"": ""revealing"", ""evidence"": ""He states he would not be sick and could attend better if kept upright, providing actionable information about his condition and capacity to comply."", ""signals"": [""would not be sick"", ""could attend better"", ""kept upright"", ""pleaded""], ""confidence"": 0.62}, ""JUSTICE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""latent"", ""role"": ""enabling"", ""evidence"": ""He pleaded to be kept upright so he would not be sick and could attend better, attempting to shape how he is handled within a coercive exchange."", ""signals"": [""pleaded"", ""kept upright"", ""be sick"", ""attend better""], ""confidence"": 0.38}}"
event/45a36176,"Abel Magwitch gave Philip Pirrip a tremendous dip and roll, then held Philip Pirrip upright by the arms.",ACTION_TENSION,,0.88,59,1,A memorable raw afternoon towards evening,On a high tombstone in the churchyard,,direct,escalating,0.9,"He gave Philip Pirrip a tremendous dip and roll, then held him upright by the arms, physically controlling him.",none,,0.0,,none,,0.0,,direct,initiating,0.73,"The non-consensual manhandling—""a tremendous dip and roll"" and holding him by the arms—constitutes a moral/legal violation (assault).",none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""The non-consensual manhandling\u2014\""a tremendous dip and roll\"" and holding him by the arms\u2014constitutes a moral/legal violation (assault)."", ""signals"": [""non-consensual physical force"", ""tremendous dip and roll"", ""held by the arms""], ""confidence"": 0.73}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""escalating"", ""evidence"": ""He gave Philip Pirrip a tremendous dip and roll, then held him upright by the arms, physically controlling him."", ""signals"": [""tremendous dip and roll"", ""held by the arms"", ""physical control/restraint""], ""confidence"": 0.9}}"
event/44b20640,Abel Magwitch held Philip Pirrip by the arms upright on top of a gravestone.,ACTION_TENSION,,0.95,60,1,A memorable raw afternoon towards evening,Churchyard,,direct,initiating,0.88,“Abel Magwitch held Philip Pirrip by the arms upright on top of a gravestone.” The physical restraint directly limits Philip’s choices.,none,,0.0,,none,,0.0,,direct,initiating,0.62,"By forcibly holding a child in place, Magwitch commits a clear norm/law violation (assault/restraint).",none,,0.0,,"{""KNOWLEDGE"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""JUSTICE"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""By forcibly holding a child in place, Magwitch commits a clear norm/law violation (assault/restraint)."", ""signals"": [""held by the arms"", ""forcible restraint"", ""threatening control""], ""confidence"": 0.62}, ""WEALTH"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""KINSHIP"": {""involvement"": ""none"", ""role"": null, ""evidence"": """", ""signals"": [], ""confidence"": 0.0}, ""POWER"": {""involvement"": ""direct"", ""role"": ""initiating"", ""evidence"": ""\u201cAbel Magwitch held Philip Pirrip by the arms upright on top of a gravestone.\u201d The physical restraint directly limits Philip\u2019s choices."", ""signals"": [""held by the arms"", ""upright on top of a gravestone"", ""physical restraint"", ""coercion""], ""confidence"": 0.88}}"
